Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
001425346,,London,1871,,"All Round the World. Adventures in Europe, Asia, Africa and America ... With illustrations by S. P. Hall","GILLMORE, Parker.","HALL, Sydney Prior.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001425346,British Library HMNTS 10027.bb.21.
001425559,,London,1850,,Narrative of shipwrecks of the Royal Navy between 1793 and 1849. ... With a preface by W. S. Gilly,"GILLY, William O. S.","GILLY, William Stephen.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001425559,British Library HMNTS 10025.c.10.
001426156,,London,1820,J. Carlile,"Milan Commission. The diverting history of Baron Ompteda, coadjutor of great folks, and rival of Bill Soames. Shewing how he went a peeping and picking locks, but did not get safe home again. By John Gilpin. [In verse. A parody of Cowper's poem.]","GILPIN, John - pseud","OMPTEDA, Christian Friedrich Wilhelm von - Baron",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001426156,British Library HMNTS 11602.ff.27.(1.)
001427044,,New York,1884,G. P. Putnam's Sons,History of the Thirty Years' War ... Translated by A. Ten Broek. ... With an Introductory and a concluding chapter by the Translator,"GINDELY, Anton.","TEN BROOK, Andrew.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001427044,British Library HMNTS 9078.ccc.7.
001427381,,Paris,1892,,De Paris au Cap Nord. Notes pittoresques sur la Scandinavie. Ouvrage comprenant 47 gravures,"GINISTY, Paul.","BULL, Stephen - Sir|WOOD, Andrew - Sir",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001427381,British Library HMNTS 10280.f.11.
001428403,,Napoli,1841,,"Frammento inedito di uno Scrittore Napolitano del secolo XVI. [i.e. F. G.] intorno alla grotte incavate nel Promontorio di Posilipo, in cui e parola di quello detta volgarmente di Sejano con un comento critico-archeologico di G M F A T G G V F, accademico Lunatico, [i.e. G. M. Fusco, A. T. Gianpetri and G. V. Fusco.]","GIORDANO, Fabio.","GIANPIETRI, Angelo Trojano.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001428403,British Library HMNTS 10131.d.30.
001429502,,Londini,1804,Typis G. Bulmer et socii,"Itinerarium Cambriæ, seu laboriosæ Balduini Cantuariensis Archiepiscopi per Walliam legationis accurata descriptio auctore S. Giraldo Cambrense. Cum annotationibus D. Poweli. (Vita Giraldi Cambrensis ex ejus scriptis, Lelando et Baleo collecta.) [Edited by Sir R. C. Hoare, Bart.]",Giraldus - Cambrensis,"HOARE, Richard Colt - Sir, Bart|POWEL, David.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001429502,British Library HMNTS 10370.h.23.
001429731,,Paris,1850],,"Mystères du Grand Monde: histoires des palais, résidences royales, prisons d'état ... renfermant les principaux événements qui s'y sont accomplis ... Édition illustrée par T. Johannot, Philippoteaux, etc","GIRARD, Fulgence.","Johannot, Tony|PHILIPPOTEAUX, Félix Emmanuel Henri.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001429731,British Library HMNTS 10172.h.5.
001429787,,Paris,1859,,"Cannes et ses environs, guide historique et pittoresque ... illustré de gravures sur bois ... dessinés ... par A. Bareste, contenant une notice médicale du docteur Sève et des considérations climatériques par le docteur Whitley","GIRARD, J. B. - of Cannes","BARESTE, Alphonse.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001429787,British Library HMNTS 10172.dd.30.
001430229,[Another edition.],London,[1884.],G. Routledge & Sons,"[The Doctor's Family; or, the Fortunes of the Cartels. A tale. ... With illustrations by E. Bayard. Translated [from from “Nous Autres”] by H. Frith.]","GIRARDIN, Jules Marie Alfred.","FRITH, Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001430229,British Library HMNTS 12622.g.9.
001430231,,London,[1884.],G. Routledge & Sons,"True as Steel ... Translated by H. Frith [from “L'Oncle Placide”], etc","GIRARDIN, Jules Marie Alfred.","FRITH, Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001430231,British Library HMNTS 12622.g.11.
001430249,,London,1801,John Stockdale,"[Notice historique des descentes, etc.] An historical sketch of the invasions, or descents, upon the British Islands, from the landing of William the Conqueror to the present time. Taken from the French [of Count Louis S. C. X. de Girardin]. With a continuation by the translator [i.e. John Joseph Stockdale]. Illustrated with a chart of Great Britain and Ireland, etc","GIRARDIN, Louis Stanislas Cécile Xavier de - Count","STOCKDALE, John Joseph.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001430249,British Library HMNTS 9502.f.3.|British Library HMNTS 9505.h.8.|British Library HMNTS 9525.ff.5.
001430323,,Montargis,1853,,"Documents relatifs à la Ville de Montargis, et au siége de 1427, recueillis et publiés par M. le Baron de G. ... et le Docteur B","GIRARDOT, Auguste Théodore de - Baron and BALLOT (Auguste Louis)","BALLOT, Auguste Louis.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001430323,British Library HMNTS 10172.dd.5.
001430423,,Faversham,1876,,"A Visitor's Guide to Faversham, etc","GIRAUD, Francis Frederick - and DONNE (Charles Edward)","DONNE, Charles Edward.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001430423,British Library HMNTS 10351.cc.3.
001430577,,Paris,1890,,"Les Lacs de l'Afrique Équatoriale. Voyage d'exploration exécuté de 1883 à 1885 ... Ouvrage contenant 161 gravures d'après les dessins de Riou, et 2 cartes","GIRAUD, Victor - Lieutenant in the French Navy","RIOU, Édouard.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001430577,British Library HMNTS 10097.l.27.
001430902,,Paris,1850,,"Les Beautés de la France, vues des principales villes, monuments, chateaux Cathédrales et sites pittoresques de la France; gravées par Skelton et D'Oherti. Avec un texte historique et archéologique par G. de Saint-Fargeau","GIRAULT, P. A. Eusèbe - de Saint-Fargeau","SKELTON, Joseph - Engraver",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001430902,British Library HMNTS 10172.e.1.
001431361,,London,1876,Richard Bentley,"A Horrid Girl. A novel. By the author of “Margaret's Engagement”, etc. [i.e. Catherine Simpson Wynne.]",,"WYNNE, Catherine Simpson.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001431361,British Library HMNTS 12626.n.11.
001431382,,London,1889,F. V. White & Co.,"A Troublesome Girl. A novel. By the Author of “Molly Bawn,” etc. [Mrs. Margaret Argles, afterwards Hungerford.]",,"ARGLES, afterwards HUNGERFORD, Margaret Wolfe.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001431382,British Library HMNTS 012632.e.48.
001431690,,Paris,1854,,"Chroniques du Château de Gironville, extraites [by G.] de la Chronique Latine de Turpin, de la Chronique Arabe de Ben-Thamar, et d'un Poème Norvégien du neuvième siècle. Illustrations de J. A. Beaucé, gravures de Pisan",,"BEAUCÉ, Jean Adolphe.|BIARNEZ, P.|PISAN, H.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001431690,British Library HMNTS 10172.g.12.
001431737,,Montreal,1893,"Printed by Poirier, Bessette & Co.","Lake St. Louis, old and new, illustrated, and Cavelier de La Salle ... Translated from the French by D. H. Girouard","GIROUARD, Désiré.","CAVELIER, René Robert - Sieur de la Salle|GIROUARD, Désiré H.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001431737,British Library HMNTS 10470.i.18.
001433392,,Paris,[1899],,"Aventures d'un grand seigneur italien (V. Giustiniani) a travers l'Europe, 1606. Relation mise en français et annotée par E. Rodocanachi","GIUSTINIANI, Vincenzo - Marquis","RODOCANACHI, Emmanuel.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001433392,British Library HMNTS 010107.g.4.
001434611,,London,1860,Richard Bentley,Gladys the Reaper. By the author of “Simplicity and Fascination” [i.e. Anne Beale],,"BEALE, Anne.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001434611,British Library HMNTS 12633.g.4.
001435554,,Glasgow,1894-1900,Carson & Nicol,Abstracts of Protocols of the Town Clerks of Glasgow. (Edited by Robert Renwick.),,"RENWICK, Robert.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001435554,British Library HMNTS 10369.k.4.
001437879,,London,1851,,"Gleanings, pictorial and antiquarian on the Overland route. By the author of “Forty days in the Desert” [W. H. Bartlett]",,"BARTLETT, William Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001437879,British Library HMNTS 10105.dd.9.|British Library OC ORW.1986.a.2326
001439071,,London,1875,,"Pilgrim-Memories, or, travel and discussion in the birth-countries of Christianity with the late H. T. Buckle","Stuart-Glennie, John S.","BUCKLE, Henry Thomas.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001439071,British Library HMNTS 010075.f.35.
001439072,,London,1876,,"Pilgrim Memories ... Second edition, with ... a preface on the new theory of history and the critics of “Pilgrim-Memories.”","Stuart-Glennie, John S.","BUCKLE, Henry Thomas.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001439072,British Library HMNTS 010075.f.36.
001439073,"Third edition, with a preface on “The life and writings of Buckle” [by A. H. Huth], etc.",London,1880,Moxon & Co.,"[Pilgrim Memories ... Second edition, with ... a preface on the new theory of history and the critics of “Pilgrim-Memories.”]","Stuart-Glennie, John S.","BUCKLE, Henry Thomas.|HUTH, Alfred Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001439073,British Library HMNTS 10077.f.12.
001439507,,"Санктпетербургъ, 1836",,,Записки о 1812 годѣ,"GLINKA, Sergei Nikolaevich.","SCHWERIN, Wilhelm Friedrich Carl von - Count",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001439507,British Library HMNTS 9455.d.20.
001439510,,"Санктпетербургъ, 1842",,,"Малоярославецъ въ 1812 году, гдѣ рѣшилась судьба большой арміи Наполеона. [Edited by S. N. Glinka.]","GLINKA, Vladimir.","GLINKA, Sergei Nikolaevich.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001439510,British Library HMNTS 9455.b.13.
001439649,,Warszawa,1852,,"Znaczenie i wewnętrzne życie Zaporoża podług Skalkowskiego oraz Hetmani Małorossyjscy i Kozacy, do czasów Unii ... Zczterema mapkami","GLISZCZYŃSKI, Michał.","SKAL'KOVSKY, Apollon Aleksandrovich.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001439649,British Library HMNTS 9455.d.11.
001440344,,Gloucester,1890,J. Bellows,"Rental of all the Houses in Gloucester, A.D. 1455. From a roll in the possession of the Corporation of Gloucester. Compiled by R. Cole ... Edited, with a translation by W. H. Stevenson",,"COLE, Robert - Canon of Llanthony|STEVENSON, William Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001440344,British Library HMNTS 10358.l.16.
001441022,,Derby,1830,,"The Peak Guide; containing the topographical, statistical, and general history of Buxton, Chatsworth, Edensor, Castlteon [sic], Bakewell, Haddon, Matlock, and Cromford; with an introduction ... Edited by T. Noble","GLOVER, Stephen - of Derby","NOBLE, Thomas.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001441022,British Library HMNTS 10358.f.2.
001441697,,"Ipswich [printed], London",1866,,"The new Suffolk Garland: a miscellany of anecdotes, romantic ballads, descriptive poems and songs, historical and biographical notices, and statistical returns relating to the county of Suffolk. With an Appendix, containing the history of ... the celebrated Election of Lennard and Haldimand. Collected, compiled, and edited by J. G., Junr., etc","GLYDE, John.","HALDIMAND, William.|LENNARD, Thomas Barrett.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001441697,British Library HMNTS 10358.f.19.
001441927,,London,1857,,The Lady of Glynne. By the Author of “Margaret and her Bridesmaids.” [Julia Cecilia Stretton.],,"DE WINTON, afterwards STRETTON, Julia Cecilia.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001441927,British Library HMNTS 12634.e.5.
001442148,,Lond[on],1540,In ædibus Tho. Berthel[et],"J. Palsgravii ... Ecphrasis Anglica in Comœdiam Acolasti. The Comedye of Acolastus translated into oure englysshe tongue after suche manner as chylderne are taught in the grammer schole fyrst worde for worde ... and afterwarde accordynge to the sence ... with admonitions ... for the more perfyte instructynge of the lerners, and ... brefe introductory to ... the dyvers sortes of meters, etc. Interpreted by I. Palsgrave. Lat. and Eng. B.L","GNAPHEUS, Gulielmus.","PALSGRAVE, John.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001442148,British Library HMNTS C.34.f.2.|British Library HMNTS C.13.a.5.|British Library HMNTS 644.e.11.
001442254,,London,1887,Grevel & Co.,"The Student's History of the English Parliament ... New English edition, rewritten, with a complete Index, by ... A. H. Keane","GNEIST, Heinrich Rudolph von.","KEANE, Augustus Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001442254,British Library HMNTS 9505.ee.1.
001442257,,London,1886,W. Clowes & Sons,The History of the English Constitution. ... Translated by P. A. Ashworth,"GNEIST, Heinrich Rudolph von.","ASHWORTH, Philip Arthur.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001442257,British Library HMNTS 09504.f.2.
001442259,,London,1891,W. Clowes and Sons,"The History of the English Constitution ... Translated by P. A. Ashworth, etc","GNEIST, Heinrich Rudolph von.","ASHWORTH, Philip Arthur.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001442259,British Library HMNTS 9502.ccc.7.
001442899,,Philadelphia,1856,,"The moral and intellectual diversity of races, with particular reference to their respective influence in the civil and political history of mankind. [Translated from vol. 1 of the “Essai sur l'Inégalité des Races Humaines.”] ... With an analytical introduction and copious historical notes by H. Hotz. To which is added an appendix containing a summary of the latest scientific facts bearing upon the question of unity or plurality of species, by J. C. Nott","GOBINEAU, Joseph Arthur de - Count","HOTZ, H.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001442899,British Library HMNTS 10006.d.30.
001442901,,Stuttgart,1898-1901,,Versuch über die Ungleichheit der Menschenracen ... Deutsche Ausgabe von. L. Schemann,"GOBINEAU, Joseph Arthur de - Count","SCHEMANN, Ludwig.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001442901,British Library HMNTS 10006.dd.15.
001443378,,Tours,1862,,"L'Espagne, mœurs et paysages, histoire et monuments, etc","GODARD, Léon.","Doré, Gustave",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001443378,British Library HMNTS 10161.e.18.
001444991,,Dublin,[1871],,The new Hand-Book of Ireland; an illustrated guide for tourists and travellers,"GODKIN, James - and WALKER (John A.)","WALKER, John A. - Hon. Sec. to the Dublin International Exhibition of 1864, 65",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001444991,British Library HMNTS 10390.c.10.
001445091,,Cape Town,1855,S. Solomon & Co.,"Sunshine and Cloud; or, light thrown on a dark page of frontier history, of 1837: being an exposition of the reversal of the D'Urban system by ... Sir A. Stockenstrom, Bart","GODLONTON, Robert.","STOCKENSTROM, Andries - Sir, Bart",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001445091,British Library HMNTS 9004.h.30.(3.)
001445092,,London,"1851, 52",,"A narrative of the Kaffir War of 1850, 51 (52)","GODLONTON, Robert - and IRVING (Edward) of Graham's Town, Cape of Good Hope","IRVING, Edward - J.P., of Graham's Town, Cape of Good Hope",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001445092,British Library HMNTS 9061.c.38.
001445609,,London,1867,,Rupert Godwin. [A novel.] By the Author of “Lady Audley's Secret” [M. E. Braddon]. Fourth edition,"GODWIN, Rupert.","Braddon, M. E. (Mary Elizabeth)",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001445609,British Library HMNTS 12634.k.6.
001446002,,Düsseldorf,1888,,"Das Königreich Westphalen. Sieben Jahre französischer Fremdherrschaft im Herzen Deutschlands, 1807-1813. ... Vollendet und herausgegeben von ... T. Ilgen","GOECKE, Rudolf.","ILGEN, Theodor.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001446002,British Library HMNTS 9340.g.5.
001446071,,London,1821,"C. Taylor, etc.","A foreigner's opinion of England ... and a variety of other interesting subjects, including memorials of nature and art ... Translated from the original German, by Thomas Horne","GOEDE, Christian August Gottlieb.","HORNE, Thomas - Translator",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001446071,British Library HMNTS 10349.d.8.
001446626,,Braunschweig,1881,,"Vaterländische Geschichten und Denkwürdigkeiten der Vorzeit der Lande Braunschweig und Hannover ... Zweite Auflage, vollständig umgearbeitet und vermehrt von F. Spehr, etc","GOERGES, Wilhelm.","SPEHR, Ferdinand.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001446626,British Library HMNTS 10250.k.5.
001448167,,Stuttgart,"1862, 63",,"Göthe's Italiänische Reise, Aufsätze und Aussprüche über bildende Kunst. Mit Einleitung und Bericht über dessen Kunststudien und Kunstübungen. Herausgegeben von C. Schuchardt: Single Works. Italienische Reise. German","Goethe, Johann Wolfgang von","SCHUCHARDT, Christian.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001448167,British Library HMNTS 10132.d.24.
001448168,,Berlin,1885,,Goethe's Italienische Reise. Mit 318 Illustrationen ... von J. von Kahle. Eingeleitet von ... H. Düntzer: Single Works. Italienische Reise. German,"Goethe, Johann Wolfgang von","DUENTZER, Heinrich.|KAHLE, Julie von.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001448168,British Library HMNTS 10131.k.3.
001448178,,Verona,1831,,"Diario del Viaggio di G. V. Göthe dal Tirolo, fino al termine della sua dimora in Venezia. (Estratto dal Poligrafo.-Fasc. XVII. Novemb. 1831.) [Subscribed: B. S., the initials of the translator.]: Single Works. Italienische Reise. Italian","Goethe, Johann Wolfgang von","S., B.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001448178,British Library HMNTS 10215.ee.6.
001448180,,Madrid,1891,,Viaje á Italia ... Traducido ... por Fanny G. Garrido de Rodríguez Mourelo: Single Works. Italienische Reise. Spanish,"Goethe, Johann Wolfgang von","GARRIDO DE RODRIGUEZ MOURELO, Fanny G.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001448180,British Library HMNTS 10129.cc.4.
001449461,,London,1875,,The Campaign of 1870-71. Operations of the German Engineers and “Technical Troops” during the Franco-German War of 1870-71. ... Translated from the German by ... G. Graham. ... With ... Maps,"GOETZE, Adolph.","GRAHAM, George - C.B",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001449461,British Library HMNTS 9078.ff.26.
001449792,,Sedan,1889,,Notice historique sur le Canton de Raucourt,"GOFFART, N. - and (E.)","GOFFART, E.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001449792,British Library HMNTS 010171.h.33.
001450707,,Nîmes,1873,,"Notice historique sur les Carmes de la paroisse Saint-Baudile de Nîmes, d'après Ménard et les documents originaux","GOIFFON, Étienne.","MÉNARD, Léon.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001450707,British Library HMNTS 10171.ee.4.
001450998,,Leipzig,1803,,Reise durch das westliche Afrika ... Aus dem Französischen mit Anmerkungen übersetzt von J. A. Bergk. Mit Kupfern,"GOLBÉRY, Sylvain Meinrad Xavier de.","BERGK, Johann Adam.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001450998,British Library HMNTS 10096.e.23.
001451027,,London,1870,Tinsley Bros.,Gold and Tinsel. A novel. By the author of “The Ups and Downs of an Old Maid's Life” [i.e. Mrs. George Gladstone],,"GLADSTONE, George - Mrs",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001451027,British Library HMNTS 12627.h.8.
001451609,,Bristol,[1891],J. W. Arrowsmith,Monte Carlo ... Third edition,"GOLDBERG, W. F. - and PIESSE (G. Chaplin)","PIESSE, G. Chaplin.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001451609,British Library HMNTS 010136.f.38.
001452762,,Leipzig,1849,,F. G.'s Briefe aus Wisconsin in Nord-Amerika ... herausgegeben von Dr. G. Goldmann,"GOLDMANN, Freimund.","GOLDMANN, G.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001452762,British Library HMNTS 10411.b.48.(2.)
001453617,,Edinburgh,1884-86,Privately printed,A Collection of Eighteen Rare and Curious Historical Tracts and Pamphlets. (Historical Reprints.),"GOLDSMID, Edmund Marsden - and (G.)","GOLDSMID, G.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453617,British Library HMNTS 9525.e.10.
001453848,"A new edition, etc.","J. Johnson, etc",1806,London,"[The miscellaneous works of Oliver Goldsmith, M.B. A new edition ... To which is prefixed, some account of his life and writings [by Thomas Percy, Bishop of Dromore]. [Edited by Samuel Rose.]]: Collections. I. General Collections","Goldsmith, Oliver","PERCY, Thomas - Bishop of Dromore|ROSE, Samuel.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453848,British Library HMNTS 012273.eee.9.|British Library HMNTS 12272.r.2.
001453851,"A new edition, etc.","F. C. & J. Rivington, etc",1820,"London, etc.","[The miscellaneous works of Oliver Goldsmith, M.B. A new edition ... To which is prefixed, some account of his life and writings [by Thomas Percy, Bishop of Dromore]. [Edited by Samuel Rose.]]: Collections. I. General Collections","Goldsmith, Oliver","ROSE, Samuel.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453851,British Library HMNTS 12272.i.1.
001453862,,John Murray,1854,London,The works of Oliver Goldsmith. Edited by Peter Cunningham: Collections. I. General Collections,"Goldsmith, Oliver","CUNNINGHAM, Peter - F.S.A",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453862,British Library HMNTS 012274.g.5.
001453864,,Richard Griffin & Co,1858,London & Glasgow,The works of Oliver Goldsmith ... With introductory memoir. By William Spalding: Collections. I. General Collections,"Goldsmith, Oliver","SPALDING, William - Professor of Logic in the University of St. Andrews",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453864,British Library HMNTS 12270.g.6.|British Library HMNTS Collins 812
001453899,,"Cassell, Petter & Galpin",[1864,London,"The works of Oliver Goldsmith ... With introductions, notes, and a life ... by John Francis Waller: Collections. II. Smaller Miscellaneous Collections","Goldsmith, Oliver","WALLER, John Francis.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453899,British Library HMNTS 12270.k.7.|British Library HMNTS 12270.k.14.
001453900,,Ward & Lock,1865,London,"Dalziels' Illustrated Goldsmith ... With one hundred pictures drawn by G. J. Pinwell, engraved by the brothers Dalziel: Collections. II. Smaller Miscellaneous Collections","Goldsmith, Oliver","DULCKEN, Henry William.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453900,British Library HMNTS 12271.h.1.
001453904,,"Cassell, Petter, & Galpin",[1871,London,"The works of Oliver Goldsmith ... With introductions, notes, and a life of Oliver Goldsmith, by John Francis Waller: Collections. II. Smaller Miscellaneous Collections","Goldsmith, Oliver","WALLER, John Francis.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453904,British Library HMNTS 12270.k.1.
001453907,,Cassell Petter & Galpin,[1877],"London, etc.","The vicar of Wakefield, and other works ... With introduction notes and a life of Oliver Goldsmith, by John Francis Waller: Collections. II. Smaller Miscellaneous Collections","Goldsmith, Oliver","WALLER, John Francis.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453907,British Library HMNTS 12271.g.1.
001453908,"[The same edition, republished.]",Cassell & Co,[1885],"London, etc.","[The vicar of Wakefield, and other works ... With introduction notes and a life of Oliver Goldsmith, by John Francis Waller.]: Collections. II. Smaller Miscellaneous Collections","Goldsmith, Oliver","WALLER, John Francis.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453908,British Library HMNTS 12604.i.14.
001453947,,"Cadell & Davies, etc",1805,London,"The poetical works of Oliver Goldsmith, with an account of his life and writings, to which is added a critical dissertation on his poetry, by J. Aikin: Collections. III. Poems","Goldsmith, Oliver","AIKIN, John - M.D",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453947,British Library HMNTS 1465.d.3.
001453965,,"Suttaby, Evance, & Co",1820,London,"The poetical works of Oliver Goldsmith. With remarks, attempting to ascertain ... the actual scene of the deserted village; and illustrative engravings, by Mr. Alkin, from drawings taken upon the spot. By the Rev. R. H. Newell: Collections. III. Poems","Goldsmith, Oliver","ALKEN, Samuel.|NEWELL, Robert Hasell.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453965,British Library HMNTS 11609.i.4.
001453994,,Charles Griffin & Co,1866,London,"The poetical works of Oliver Goldsmith. With a memoir by William Spalding, etc: Collections. III. Poems","Goldsmith, Oliver","SPALDING, William - Professor of Logic in the University of St. Andrews",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001453994,British Library HMNTS 11651.h.13.
001454079,,Ermanno Loescher,1872,"Torino, etc.",The deserted village ... The traveller ... She stoops to conquer ... Con note spiegative ed un vocabolario per dilucidare il testo da R. J. Isnard: Collections. V. Poems and Plays,"Goldsmith, Oliver","ISNARD, R. J.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001454079,British Library HMNTS 11609.d.6.
001454207,,Cassell & Co,1885,"London, etc.","The deserted village, etc: The Deserted Village. Other editions","Goldsmith, Oliver","RICHARDSON, Harry Linley.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001454207,British Library HMNTS 11643.bbb.32.
001454241,,Jones & Piggott; London,1881,Cambridge,Goldsmith's Deserted village. Translated into Latin hexameters. By John Bulmer: The Deserted Village. English and Latin,"Goldsmith, Oliver","BULMER, John - B.D., Mus. Bac",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001454241,British Library HMNTS 011649.i.131.(8.)
001454244,,J. B. Lippincott Co,1886,London,"The hermit. A ballad, etc. (Illustrated by Walter Shirlaw.): Edwin and Angelina","Goldsmith, Oliver","Shirlaw, Walter",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001454244,British Library HMNTS 11650.i.21.
001454335,"The eleventh edition, corrected; with a continuation to the Treaty concluded at Paris in the year 1815; by Charles Coote.",London,1819,"F. C. & J. Rivington, etc.","[The history of England, from the earliest times to the death of George II.]: The History of England from the Earliest Times to the Death of George II","Goldsmith, Oliver","COOTE, Charles - LL.D",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001454335,British Library HMNTS 9505.cc.2.
001454347,,Paris,1837,Houdaille,"Histoire d'Angleterre, par Olivier Goldsmith, continuée jusqu'en 1815 par Ch. Coote, et jusqu'à nos jours par le traducteur Mme. Alexandrine Aragon, avec notes d'après MM. Thierry, de Barante, de Norvins et Thiers: The History of England from the Earliest Times to the Death of George II","Goldsmith, Oliver","ARAGON, Alexandrine.|COOTE, Charles - LL.D",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001454347,British Library HMNTS 09504.k.1.
